Any,Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. De 65 anys i més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. De 65 anys i més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. De 65 anys i més
2020,082107,Sant Feliu de Codines,532,2257,443,456,2073,602,988,4330,1045
2020,171609,Sant Feliu de Guíxols,1705,7211,1955,1663,7079,2484,3368,14290,4439
2020,082114,Sant Feliu de Llobregat,3551,14757,3796,3411,14965,4987,6962,29722,8783
2020,171616,Sant Feliu de Pallerols,123,458,143,96,443,174,219,901,317
2020,082129,Sant Feliu Sasserra,48,198,73,39,166,81,87,364,154
2020,171621,Sant Ferriol,25,74,26,22,67,22,47,141,48
2020,082093,Sant Fost de Campsentelles,659,2905,844,601,2825,1019,1260,5730,1863
2020,082135,Sant Fruitós de Bages,731,2977,640,740,2954,795,1471,5931,1435
2020,171637,Sant Gregori,396,1311,310,335,1247,329,731,2558,639
2020,251924,Sant Guim de Freixenet,73,348,118,74,282,142,147,630,260
2020,251977,Sant Guim de la Plana,10,64,25,5,48,29,15,112,54
2020,171642,Sant Hilari Sacalm,432,1894,558,448,1722,649,880,3616,1207
2020,082153,Sant Hipòlit de Voltregà,284,1200,281,246,1129,400,530,2329,681
2020,081939,Sant Iscle de Vallalta,125,492,95,109,421,100,234,913,195
2020,439023,Sant Jaume d'Enveja,216,1169,396,242,1054,450,458,2223,846
2020,082166,Sant Jaume de Frontanyà,2,8,8,1,7,4,3,15,12
2020,171655,Sant Jaume de Llierca,67,260,93,66,269,116,133,529,209
2020,431378,Sant Jaume dels Domenys,259,880,209,242,797,237,501,1677,446
2020,171674,Sant Joan de les Abadesses,208,988,399,189,926,514,397,1914,913
2020,171680,Sant Joan de Mollet,35,161,45,45,160,52,80,321,97
2020,082188,Sant Joan de Vilatorrada,897,3676,948,833,3476,1168,1730,7152,2116
2020,082172,Sant Joan Despí,2851,11208,2633,2648,11527,3400,5499,22735,6033
2020,171851,Sant Joan les Fonts,239,988,326,202,899,390,441,1887,716
2020,171668,Sant Jordi Desvalls,64,238,75,62,240,81,126,478,156
2020,089030,Sant Julià de Cerdanyola,15,85,27,8,66,28,23,151,55
2020,171693,Sant Julià de Ramis,344,1233,237,326,1187,249,670,2420,486
2020,082205,Sant Julià de Vilatorta,260,1050,249,253,1028,300,513,2078,549
2020,179032,Sant Julià del Llor i Bonmatí,107,456,97,113,434,106,220,890,203
2020,082212,Sant Just Desvern,1656,5789,1506,1604,6096,2019,3260,11885,3525
2020,082227,Sant Llorenç d'Hortons,196,846,192,203,799,192,399,1645,384
2020,171714,Sant Llorenç de la Muga,15,94,25,18,78,35,33,172,60
2020,251930,Sant Llorenç de Morunys,56,286,125,59,281,153,115,567,278
2020,082233,Sant Llorenç Savall,168,794,254,166,743,292,334,1537,546
2020,082251,Sant Martí d'Albars,8,33,16,9,32,16,17,65,32
2020,082248,Sant Martí de Centelles,82,453,74,87,379,109,169,832,183
2020,171729,Sant Martí de Llémena,57,224,53,50,219,38,107,443,91
2020,259025,Sant Martí de Riucorb,31,201,96,42,152,117,73,353,213
2020,082264,Sant Martí de Tous,115,409,110,113,356,125,228,765,235
2020,082270,Sant Martí Sarroca,256,1069,280,271,1063,322,527,2132,602
2020,082286,Sant Martí Sesgueioles,25,122,31,14,109,41,39,231,72
2020,171735,Sant Martí Vell,13,101,22,16,70,29,29,171,51
2020,082299,Sant Mateu de Bages,38,189,86,29,159,107,67,348,193
2020,171740,Sant Miquel de Campmajor,22,84,21,19,61,22,41,145,43
2020,171753,Sant Miquel de Fluvià,62,261,73,59,235,71,121,496,144
2020,171766,Sant Mori,11,55,18,11,52,19,22,107,37
2020,171772,Sant Pau de Segúries,50,205,89,41,202,101,91,407,190
2020,082310,Sant Pere de Ribes,2548,10727,2181,2525,10490,2640,5073,21217,4821
2020,082325,Sant Pere de Riudebitlles,218,746,227,180,716,293,398,1462,520
2020,082331,Sant Pere de Torelló,200,834,242,150,752,292,350,1586,534
2020,082346,Sant Pere de Vilamajor,369,1588,322,374,1522,369,743,3110,691
2020,171788,Sant Pere Pescador,173,787,152,183,610,185,356,1397,337
2020,081897,Sant Pere Sallavinera,16,46,21,8,36,24,24,82,45
2020,082359,Sant Pol de Mar,404,1739,547,389,1727,622,793,3466,1169
2020,082362,Sant Quintí de Mediona,206,796,190,180,717,228,386,1513,418
2020,082378,Sant Quirze de Besora,138,660,243,148,644,321,286,1304,564
2020,082384,Sant Quirze del Vallès,1845,6698,1358,1778,6929,1587,3623,13627,2945
2020,082397,Sant Quirze Safaja,58,246,42,62,188,35,120,434,77
2020,251945,Sant Ramon,21,155,83,28,119,81,49,274,164
2020,082401,Sant Sadurní d'Anoia,1115,4227,986,1022,4260,1231,2137,8487,2217
2020,082418,Sant Sadurní d'Osormort,3,35,8,2,20,8,5,55,16
2020,080983,Sant Salvador de Guardiola,253,1133,273,239,1013,310,492,2146,583
2020,082628,Sant Vicenç de Castellet,839,3269,784,729,3067,1079,1568,6336,1863
2020,082649,Sant Vicenç de Montalt,543,2148,554,476,2133,598,1019,4281,1152
2020,082652,Sant Vicenç de Torelló,176,686,161,144,679,212,320,1365,373
2020,082634,Sant Vicenç dels Horts,2229,9737,2078,2125,9413,2686,4354,19150,4764
2020,431384,Santa Bàrbara,279,1221,386,270,1118,441,549,2339,827
2020,082439,Santa Cecília de Voltregà,13,68,19,12,55,15,25,123,34
2020,082444,Santa Coloma de Cervelló,740,2775,522,800,2780,651,1540,5555,1173
2020,171805,Santa Coloma de Farners,1139,4605,1018,1134,4233,1234,2273,8838,2252
2020,082457,Santa Coloma de Gramenet,9443,40141,9943,8904,38406,13606,18347,78547,23549
2020,431397,Santa Coloma de Queralt,201,861,279,168,798,365,369,1659,644
2020,171812,Santa Cristina d'Aro,432,1785,444,415,1702,509,847,3487,953
2020,082460,Santa Eugènia de Berga,180,773,208,151,749,217,331,1522,425
2020,082476,Santa Eulàlia de Riuprimer,141,462,97,142,422,119,283,884,216
2020,082482,Santa Eulàlia de Ronçana,628,2505,596,596,2419,682,1224,4924,1278
2020,082495,Santa Fe del Penedès,29,125,26,27,127,33,56,252,59
2020,171827,Santa Llogaia d'Àlguema,35,131,23,33,113,33,68,244,56
2020,082508,Santa Margarida de Montbui,960,3397,791,863,3202,1012,1823,6599,1803
2020,082515,Santa Margarida i els Monjos,761,2644,514,710,2435,612,1471,5079,1126
2020,082589,Santa Maria d'Oló,78,325,115,66,303,137,144,628,252
2020,082536,Santa Maria de Besora,10,56,18,10,43,24,20,99,42
2020,082567,Santa Maria de Martorelles,75,309,62,76,285,83,151,594,145
2020,082554,Santa Maria de Merlès,18,60,11,23,57,15,41,117,26
2020,082573,Santa Maria de Miralles,5,44,15,8,31,16,13,75,31
2020,082592,Santa Maria de Palautordera,797,3357,716,724,3147,889,1521,6504,1605
2020,431401,Santa Oliva,300,1128,286,264,1044,331,564,2172,617
2020,171848,Santa Pau,126,527,184,106,484,187,232,1011,371
2020,082606,Santa Perpètua de Mogoda,2340,8950,1793,2121,8591,2204,4461,17541,3997
2020,082613,Santa Susanna,314,1188,273,300,1160,313,614,2348,586
2020,081923,Santpedor,731,2425,633,624,2441,750,1355,4866,1383
2020,431423,Sarral,115,540,143,129,448,163,244,988,306
2020,171864,Sarrià de Ter,461,1722,384,437,1730,495,898,3452,879
2020,252017,Sarroca de Bellera,1,45,22,5,26,17,6,71,39
2020,252000,Sarroca de Lleida,16,118,69,14,84,57,30,202,126
2020,171870,"Saus, Camallera i Llampaies",63,273,90,68,254,108,131,527,198
2020,431439,Savallà del Comtat,1,17,8,0,17,10,1,34,18
2020,431444,"Secuita, la",150,582,127,151,554,144,301,1136,271
2020,171886,"Selva de Mar, la",9,67,29,5,58,27,14,125,56
2020,431457,"Selva del Camp, la",486,1962,419,443,1867,506,929,3829,925
2020,431460,Senan,3,17,10,3,8,3,6,25,13
2020,430445,"Sénia, la",400,1901,538,382,1776,643,782,3677,1181
2020,252022,Senterada,5,66,11,7,38,12,12,104,23
2020,250352,"Sentiu de Sió, la",21,136,60,23,114,60,44,250,120
2020,082671,Sentmenat,840,3213,628,785,3046,723,1625,6259,1351
2020,171903,Serinyà,104,370,100,93,362,104,197,732,204
2020,252043,Seròs,142,717,189,147,525,226,289,1242,415
2020,171910,Serra de Daró,21,76,24,14,62,25,35,138,49
2020,171925,Setcases,10,57,29,4,52,18,14,109,47
2020,252038,"Seu d'Urgell, la",853,4053,1013,848,4101,1338,1701,8154,2351
2020,082690,Seva,291,1226,289,249,1154,335,540,2380,624
2020,252056,Sidamon,69,273,55,50,230,71,119,503,126
2020,171931,Sils,559,2151,477,492,2009,531,1051,4160,1008
2020,082704,Sitges,2140,10188,2483,1953,9726,3063,4093,19914,5546
2020,170524,Siurana,8,55,19,14,52,23,22,107,42
2020,082711,Sobremunt,1,26,7,5,30,9,6,56,16
2020,252069,"Soleràs, el",17,112,46,21,77,59,38,189,105
2020,431476,Solivella,45,203,85,26,180,93,71,383,178
2020,252075,Solsona,740,3036,735,733,2895,998,1473,5931,1733
2020,082726,Sora,26,71,24,12,57,22,38,128,46
2020,252081,Soriguera,36,157,32,28,137,30,64,294,62
2020,252094,Sort,175,705,186,150,708,230,325,1413,416
2020,252108,Soses,156,590,167,153,512,183,309,1102,350
2020,082732,Subirats,247,1080,292,215,957,313,462,2037,605
2020,252115,Sudanell,48,307,102,40,238,105,88,545,207
2020,252120,Sunyer,19,150,31,18,88,37,37,238,68
2020,082747,Súria,397,1926,571,382,1871,801,779,3797,1372
2020,171946,Susqueda,2,41,12,5,25,8,7,66,20
2020,082763,Tagamanent,24,114,23,18,114,25,42,228,48
2020,082779,Talamanca,21,72,25,16,57,18,37,129,43
2020,252154,Talarn,23,332,47,25,127,41,48,459,88
2020,252167,Talavera,16,95,45,12,66,45,28,161,90
2020,171959,"Tallada d'Empordà, la",30,149,58,34,136,47,64,285,105
2020,082785,Taradell,573,2183,570,494,2117,703,1067,4300,1273
2020,431482,Tarragona,10621,45483,10562,10212,45245,14373,20833,90728,24935
2020,252173,Tàrrega,1583,5875,1200,1481,5727,1579,3064,11602,2779
2020,252189,Tarrés,6,29,19,8,28,12,14,57,31
2020,252192,Tarroja de Segarra,11,57,31,17,51,21,28,108,52
2020,082750,Tavèrnoles,28,105,33,29,92,35,57,197,68
2020,082802,Tavertet,3,31,18,4,31,18,7,62,36
2020,082819,Teià,509,2047,597,426,2088,760,935,4135,1357
2020,252206,Térmens,82,470,136,82,393,197,164,863,333
2020,171962,Terrades,18,116,32,27,108,37,45,224,69
2020,082798,Terrassa,19286,74717,15945,18136,73693,21850,37422,148410,37795
2020,082824,Tiana,726,2890,689,763,3062,815,1489,5952,1504
2020,252213,Tírvia,5,43,15,7,42,22,12,85,37
2020,252228,Tiurana,3,22,9,4,29,10,7,51,19
2020,431495,Tivenys,34,299,124,43,247,155,77,546,279
2020,431508,Tivissa,100,517,195,88,482,237,188,999,432
2020,082830,Tona,660,2840,656,639,2727,834,1299,5567,1490
2020,252234,Torà,81,422,124,75,380,155,156,802,279
2020,082845,Tordera,1543,5940,1387,1402,5626,1621,2945,11566,3008
2020,082858,Torelló,1124,4814,1233,1100,4515,1614,2224,9329,2847
2020,252249,"Torms, els",7,46,21,2,36,26,9,82,47
2020,252252,Tornabous,55,286,99,52,220,110,107,506,209
2020,252271,"Torre de Cabdella, la",31,255,95,30,212,136,61,467,231
2020,082861,"Torre de Claramunt, la",306,1336,293,269,1220,317,575,2556,610
2020,431515,"Torre de Fontaubella, la",12,36,21,7,35,20,19,71,41
2020,431520,"Torre de l'Espanyol, la",32,199,77,38,174,81,70,373,158
2020,252265,Torrebesses,14,90,39,13,65,46,27,155,85
2020,431536,Torredembarra,1271,5428,1435,1230,5432,1771,2501,10860,3206
2020,252287,Torrefarrera,464,1643,274,428,1562,323,892,3205,597
2020,259078,Torrefeta i Florejacs,35,215,76,31,166,84,66,381,160
2020,252304,Torregrossa,149,764,230,139,613,284,288,1377,514
2020,252311,Torrelameu,44,322,77,42,169,81,86,491,158
2020,082877,Torrelavit,126,462,133,121,445,135,247,907,268
2020,082883,Torrelles de Foix,179,891,211,165,725,227,344,1616,438
2020,082896,Torrelles de Llobregat,542,2122,357,547,2071,434,1089,4193,791
2020,171978,Torrent,9,59,19,13,46,18,22,105,37
2020,252326,Torres de Segre,136,888,204,146,757,235,282,1645,439
2020,252332,Torre-serona,21,150,37,26,118,46,47,268,83
2020,171984,Torroella de Fluvià,49,260,58,49,228,59,98,488,117
2020,171997,Torroella de Montgrí,954,4004,1025,893,3805,1155,1847,7809,2180
2020,431541,Torroja del Priorat,9,52,24,4,37,26,13,89,50
2020,172001,Tortellà,51,253,87,68,257,102,119,510,189
2020,431554,Tortosa,2594,11033,2967,2494,10407,3944,5088,21440,6911
2020,172018,Toses,9,66,23,12,45,13,21,111,36
2020,172023,Tossa de Mar,354,2051,522,380,1870,641,734,3921,1163
2020,252347,Tremp,413,1920,562,399,1851,766,812,3771,1328
2020,172044,Ullà,118,446,84,107,336,86,225,782,170
2020,082900,Ullastrell,215,705,133,204,669,163,419,1374,296
2020,172057,Ullastret,18,89,31,25,79,32,43,168,63
2020,431567,Ulldecona,487,2407,600,451,1878,702,938,4285,1302
2020,431573,Ulldemolins,16,134,76,14,91,67,30,225,143
2020,172039,Ultramort,25,64,28,18,59,31,43,123,59
2020,172060,Urús,8,73,15,8,67,25,16,140,40
2020,082917,Vacarisses,679,2413,408,591,2302,439,1270,4715,847
2020,170144,"Vajol, la",3,37,11,2,24,12,5,61,23
2020,172076,"Vall d'en Bas, la",270,998,300,225,961,339,495,1959,639
2020,172082,"Vall de Bianya, la",93,438,110,103,409,122,196,847,232
2020,250432,"Vall de Boí, la",68,378,97,68,336,72,136,714,169
2020,259010,Vall de Cardós,16,133,40,23,94,44,39,227,84
2020,082922,Vallbona d'Anoia,110,465,128,77,428,149,187,893,277
2020,252385,Vallbona de les Monges,6,85,36,11,55,50,17,140,86
2020,082938,Vallcebre,4,94,42,10,64,35,14,158,77
2020,431589,Vallclara,6,34,12,4,23,9,10,57,21
2020,252402,Vallfogona de Balaguer,168,615,168,164,604,187,332,1219,355
2020,171707,Vallfogona de Ripollès,11,65,31,7,52,30,18,117,61
2020,431592,Vallfogona de Riucorb,0,29,18,0,14,16,0,43,34
2020,082943,Vallgorguina,299,1040,174,287,999,189,586,2039,363
2020,082956,Vallirana,1303,5154,1234,1267,4959,1395,2570,10113,2629
2020,172095,Vall-llobrega,78,320,53,76,309,61,154,629,114
2020,431606,Vallmoll,143,601,146,150,575,159,293,1176,305
2020,082969,Vallromanes,249,916,157,208,864,164,457,1780,321
2020,431613,Valls,1946,8373,1967,1866,7766,2559,3812,16139,4526
2020,259062,"Valls d'Aguilar, les",9,88,43,6,67,32,15,155,75
2020,252398,"Valls de Valira, les",53,275,76,45,251,84,98,526,160
2020,431628,Vandellòs i l'Hospitalet de l'Infant,605,2191,508,533,2137,629,1138,4328,1137
2020,259097,"Vansa i Fórnols, la",2,53,23,3,45,23,5,98,46
2020,082975,Veciana,17,48,30,14,42,24,31,90,54
2020,431634,"Vendrell, el",3160,12548,3344,3038,12358,3925,6198,24906,7269
2020,172109,Ventalló,72,270,86,63,262,93,135,532,179
2020,252424,Verdú,45,281,95,58,269,154,103,550,249
2020,172116,Verges,85,365,125,95,341,158,180,706,283
2020,431649,Vespella de Gaià,34,140,56,30,118,39,64,258,95
2020,082981,Vic,4242,16880,2976,3941,15230,4361,8183,32110,7337
2020,172121,Vidrà,12,59,17,17,58,14,29,117,31
2020,172137,Vidreres,634,2822,674,573,2522,726,1207,5344,1400
2020,252430,Vielha e Mijaran,407,2106,345,384,1964,405,791,4070,750
2020,431652,Vilabella,43,244,86,39,220,97,82,464,183
2020,172142,Vilabertran,110,288,95,79,312,109,189,600,204
2020,172155,Vilablareix,306,981,230,283,1016,247,589,1997,477
2020,082994,Vilada,20,131,70,12,112,74,32,243,144
2020,172174,Viladamat,29,149,54,38,134,54,67,283,108
2020,172168,Viladasens,19,74,17,9,64,23,28,138,40
2020,083015,Viladecans,5803,22550,4878,5438,22269,6259,11241,44819,11137
2020,083008,Viladecavalls,616,2605,539,584,2619,582,1200,5224,1121
2020,172180,Vilademuls,79,273,79,73,257,74,152,530,153
2020,172207,Viladrau,76,346,86,83,340,116,159,686,202
2020,172214,Vilafant,459,1741,460,398,1810,553,857,3551,1013
2020,083054,Vilafranca del Penedès,3533,12950,3033,3324,13171,4143,6857,26121,7176
2020,252445,Vilagrassa,49,198,47,38,177,51,87,375,98
2020,172235,Vilajuïga,81,387,90,76,383,99,157,770,189
2020,431750,Vilalba dels Arcs,30,192,91,38,160,110,68,352,201
2020,083067,Vilalba Sasserra,66,268,50,58,238,73,124,506,123
2020,252458,Vilaller,41,193,57,23,159,76,64,352,133
2020,172240,Vilallonga de Ter,18,146,49,22,114,49,40,260,98
2020,431665,Vilallonga del Camp,272,794,157,238,761,183,510,1555,340
2020,172253,Vilamacolum,31,147,33,32,94,40,63,241,73
2020,172266,Vilamalla,96,389,101,98,367,110,194,756,211
2020,172272,Vilamaniscle,14,79,28,13,58,20,27,137,48
2020,252477,Vilamòs,9,73,13,10,60,13,19,133,26
2020,172288,Vilanant,32,131,31,33,124,35,65,255,66
2020,431671,Vilanova d'Escornalbou,40,193,63,46,171,52,86,364,115
2020,252483,Vilanova de Bellpuig,86,358,156,94,288,201,180,646,357
2020,252496,Vilanova de l'Aguda,8,58,32,3,63,36,11,121,68
2020,252542,Vilanova de la Barca,69,421,102,58,302,136,127,723,238
2020,252509,Vilanova de Meià,22,153,74,17,87,62,39,240,136
2020,431687,Vilanova de Prades,5,37,14,8,37,6,13,74,20
2020,083036,Vilanova de Sau,23,82,43,15,106,43,38,188,86
2020,252516,Vilanova de Segrià,78,360,91,67,288,101,145,648,192
2020,083020,Vilanova del Camí,1081,4255,956,1080,4063,1161,2161,8318,2117
2020,089024,Vilanova del Vallès,577,1883,321,522,1834,366,1099,3717,687
2020,083073,Vilanova i la Geltrú,5006,22120,5626,4770,22695,7516,9776,44815,13142
2020,431690,Vilaplana,30,209,58,28,171,59,58,380,117
2020,431704,Vila-rodona,101,465,111,95,373,131,196,838,242
2020,172305,Vila-sacra,70,242,65,81,223,77,151,465,142
2020,252521,Vila-sana,66,255,52,52,227,82,118,482,134
2020,431711,Vila-seca,2154,7734,1429,2043,7526,1669,4197,15260,3098
2020,082140,Vilassar de Dalt,679,2985,800,670,2974,964,1349,5959,1764
2020,082191,Vilassar de Mar,1702,6681,1803,1626,6906,2317,3328,13587,4120
2020,172229,Vilaür,20,43,17,13,52,13,33,95,30
2020,431726,Vilaverd,30,166,41,27,133,46,57,299,87
2020,431732,"Vilella Alta, la",8,45,19,11,33,17,19,78,36
2020,431747,"Vilella Baixa, la",14,71,25,10,60,24,24,131,49
2020,172333,Vilobí d'Onyar,286,1180,266,276,1025,300,562,2205,566
2020,083041,Vilobí del Penedès,99,362,109,84,323,125,183,685,234
2020,172327,Vilopriu,16,64,29,13,53,29,29,117,58
2020,252537,"Vilosell, el",5,50,34,7,46,31,12,96,65
2020,431763,Vimbodí i Poblet,49,304,125,34,239,139,83,543,264
2020,252555,Vinaixa,30,137,68,14,125,76,44,262,144
2020,431779,Vinebre,40,132,43,24,131,55,64,263,98
2020,431785,Vinyols i els Arcs,186,736,191,185,669,157,371,1405,348
2020,083089,Viver i Serrateix,13,53,22,14,45,25,27,98,47
2020,430521,Xerta,55,366,148,61,331,193,116,697,341
