CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS/ES
4313620002,Sant Carles de la Ràpita,2023,ERC-AM,1417,23.16,4
4313620002,Sant Carles de la Ràpita,2023,CM,747,12.21,2
4313620002,Sant Carles de la Ràpita,2023,mR,481,7.86,1
4313620002,Sant Carles de la Ràpita,2023,ARA PL,388,6.34,1
4313620002,Sant Carles de la Ràpita,2023,FR-MTE - C,327,5.34,1
4313620002,Sant Carles de la Ràpita,2023,VOX,199,3.25,0
820370005,Sant Cebrià de Vallalta,2023,ERC-AM,549,37.62,5
820370005,Sant Cebrià de Vallalta,2023,AVSC,502,34.4,4
820370005,Sant Cebrià de Vallalta,2023,CM,197,13.5,1
820370005,Sant Cebrià de Vallalta,2023,CUP - AMUNT,113,7.74,1
820370005,Sant Cebrià de Vallalta,2023,PSC-CP,77,5.27,0
820210007,Sant Celoni,2023,CM,2377,33.65,7
820210007,Sant Celoni,2023,PSC-CP,2284,32.33,6
820210007,Sant Celoni,2023,ATSC - AMUNT,1050,14.86,3
820210007,Sant Celoni,2023,ERC-AM,600,8.49,1
820210007,Sant Celoni,2023,VOX,343,4.85,0
820210007,Sant Celoni,2023,ECPSCB - C,232,3.28,0
820420002,Sant Climent de Llobregat,2023,CM,849,42.07,5
820420002,Sant Climent de Llobregat,2023,GxSC-CP,745,36.91,5
820420002,Sant Climent de Llobregat,2023,ERC-AM,277,13.72,1
820420002,Sant Climent de Llobregat,2023,PP,50,2.47,0
820420002,Sant Climent de Llobregat,2023,Cs,38,1.88,0
1715820002,Sant Climent Sescebes,2023,ERC-AM,194,61.98,5
1715820002,Sant Climent Sescebes,2023,CM,83,26.51,2
1715820002,Sant Climent Sescebes,2023,VOX,32,10.22,0
820550006,Sant Cugat del Vallès,2023,CM,10810,28.25,9
820550006,Sant Cugat del Vallès,2023,ERC-AM,4722,12.34,4
820550006,Sant Cugat del Vallès,2023,PSC-CP,4261,11.13,3
820550006,Sant Cugat del Vallès,2023,PP,4074,10.64,3
820550006,Sant Cugat del Vallès,2023,CUP - AMUNT,3350,8.75,2
820550006,Sant Cugat del Vallès,2023,VOX,2384,6.23,2
820550006,Sant Cugat del Vallès,2023,SCECP - C,2254,5.89,2
820550006,Sant Cugat del Vallès,2023,ISC-IDC,1372,3.58,0
820550006,Sant Cugat del Vallès,2023,PACMA,1039,2.71,0
820550006,Sant Cugat del Vallès,2023,Cs,1020,2.66,0
820550006,Sant Cugat del Vallès,2023,VALENTS,907,2.37,0
820550006,Sant Cugat del Vallès,2023,UxSC - ARA PL,790,2.06,0
820550006,Sant Cugat del Vallès,2023,CNV,252,0.65,0
820550006,Sant Cugat del Vallès,2023,F.N.C.,204,0.53,0
820550006,Sant Cugat del Vallès,2023,I.M.P.U.L.S.,175,0.45,0
820680001,Sant Cugat Sesgarrigues,2023,SC-PM-CP,260,43.18,4
820680001,Sant Cugat Sesgarrigues,2023,ERC / ESQUERRA,248,41.19,4
820680001,Sant Cugat Sesgarrigues,2023,CUP - AMUNT,81,13.45,1
2519610007,Sant Esteve de la Sarga,2023,PP,0,0,0
2519610007,Sant Esteve de la Sarga,2023,CM,0,0,0
2519610007,Sant Esteve de la Sarga,2023,ERC-AM,0,0,0
2519610007,Sant Esteve de la Sarga,2023,CP,0,0,0
820740003,Sant Esteve de Palautordera,2023,CM,617,43.57,5
820740003,Sant Esteve de Palautordera,2023,M,501,35.38,4
820740003,Sant Esteve de Palautordera,2023,ERC-AM,228,16.1,2
820740003,Sant Esteve de Palautordera,2023,PSC-CP,29,2.04,0
820800000,Sant Esteve Sesrovires,2023,ERC i Més - AM,955,27.95,5
820800000,Sant Esteve Sesrovires,2023,PSC-CP,892,26.11,5
820800000,Sant Esteve Sesrovires,2023,ARAses,394,11.53,2
820800000,Sant Esteve Sesrovires,2023,SOM ALTERNATIVA,356,10.42,1
820800000,Sant Esteve Sesrovires,2023,SECP-C,176,5.15,0
820800000,Sant Esteve Sesrovires,2023,VALENTS,156,4.56,0
820800000,Sant Esteve Sesrovires,2023,CM,120,3.51,0
820800000,Sant Esteve Sesrovires,2023,UXSES,112,3.27,0
820800000,Sant Esteve Sesrovires,2023,TSS - ARA PL,106,3.1,0
820800000,Sant Esteve Sesrovires,2023,Cs,77,2.25,0
1715950006,Sant Feliu de Buixalleu,2023,ERC-AM,227,45.85,4
1715950006,Sant Feliu de Buixalleu,2023,CM,227,45.85,3
1715950006,Sant Feliu de Buixalleu,2023,ExSFB-IdSelva,32,6.46,0
1715950006,Sant Feliu de Buixalleu,2023,PSC-CP,5,1.01,0
821070005,Sant Feliu de Codines,2023,PRIMÀRIES CODIN,1182,43.02,6
821070005,Sant Feliu de Codines,2023,JUNTS per SFC,1012,36.84,5
821070005,Sant Feliu de Codines,2023,PSC-CP,197,7.17,1
821070005,Sant Feliu de Codines,2023,CM,192,6.98,1
821070005,Sant Feliu de Codines,2023,ERC-AM,144,5.24,0
1716090004,Sant Feliu de Guíxols,2023,TSF-TE,3129,40.92,10
1716090004,Sant Feliu de Guíxols,2023,CM,1332,17.42,4
1716090004,Sant Feliu de Guíxols,2023,ERC-AM,877,11.47,3
1716090004,Sant Feliu de Guíxols,2023,PSC-CP,834,10.9,2
1716090004,Sant Feliu de Guíxols,2023,GdC-ECP-C,562,7.35,1
1716090004,Sant Feliu de Guíxols,2023,MÉSSFG-sMEScat,461,6.03,1
1716090004,Sant Feliu de Guíxols,2023,PP,348,4.55,0
821140003,Sant Feliu de Llobregat,2023,PSC-CP,6449,33.33,8
821140003,Sant Feliu de Llobregat,2023,ERC-AM,3246,16.77,4
821140003,Sant Feliu de Llobregat,2023,SFECP - C,2813,14.54,3
821140003,Sant Feliu de Llobregat,2023,PP,1706,8.81,2
821140003,Sant Feliu de Llobregat,2023,CM,1600,8.27,2
821140003,Sant Feliu de Llobregat,2023,VxSF,1496,7.73,1
821140003,Sant Feliu de Llobregat,2023,VOX,1350,6.97,1
821140003,Sant Feliu de Llobregat,2023,SANTFELIU VIVA!,229,1.18,0
821140003,Sant Feliu de Llobregat,2023,VALENTS,93,0.48,0
821140003,Sant Feliu de Llobregat,2023,ARA PL,22,0.11,0
1716160009,Sant Feliu de Pallerols,2023,UxSF-ERC-AM,515,63.58,6
1716160009,Sant Feliu de Pallerols,2023,CM,280,34.56,3
821290004,Sant Feliu Sasserra,2023,ARA PL,199,54.37,4
821290004,Sant Feliu Sasserra,2023,ERC - AM,162,44.26,3
1716210007,Sant Ferriol,2023,CM,74,94.87,7
820930008,Sant Fost de Campsentelles,2023,IUSF,2100,57.72,9
820930008,Sant Fost de Campsentelles,2023,Ara S F-ERC-AM,619,17.01,2
820930008,Sant Fost de Campsentelles,2023,SFECP - C,375,10.3,1
820930008,Sant Fost de Campsentelles,2023,PSC-CP,231,6.34,1
820930008,Sant Fost de Campsentelles,2023,CM,165,4.53,0
820930008,Sant Fost de Campsentelles,2023,Cs,99,2.72,0
821350006,Sant Fruitós de Bages,2023,GfP,2358,58.89,9
821350006,Sant Fruitós de Bages,2023,ERC-AM,784,19.58,2
821350006,Sant Fruitós de Bages,2023,SOM SFB-ARA PL,300,7.49,1
821350006,Sant Fruitós de Bages,2023,CM,294,7.34,1
821350006,Sant Fruitós de Bages,2023,PSC-CP,211,5.26,0
1716370005,Sant Gregori,2023,CM,1242,64.95,8
1716370005,Sant Gregori,2023,ERC-AM,343,17.93,2
1716370005,Sant Gregori,2023,CUP-AMUNT,232,12.13,1
1716370005,Sant Gregori,2023,PSC-CP,65,3.39,0
2519240003,Sant Guim de Freixenet,2023,ERC-AM,385,77.62,8
2519240003,Sant Guim de Freixenet,2023,CM,90,18.14,1
2519770005,Sant Guim de la Plana,2023,ERC-AM,99,0,4
2519770005,Sant Guim de la Plana,2023,SGPV - AMUNT,56,0,1
2519770005,Sant Guim de la Plana,2023,PSC-CP,0,0,0
1716420002,Sant Hilari Sacalm,2023,PIG-IdSelva,952,45.03,7
1716420002,Sant Hilari Sacalm,2023,ERC - AM,646,30.55,4
1716420002,Sant Hilari Sacalm,2023,CM,396,18.73,2
1716420002,Sant Hilari Sacalm,2023,PSC-CP,53,2.5,0
821530008,Sant Hipòlit de Voltregà,2023,CM,980,66.03,8
821530008,Sant Hipòlit de Voltregà,2023,CP,317,21.36,2
821530008,Sant Hipòlit de Voltregà,2023,SOMVOLTREGÀ-AM,161,10.84,1
819390004,Sant Iscle de Vallalta,2023,SPSI-C,413,65.55,7
819390004,Sant Iscle de Vallalta,2023,CM,113,17.93,1
819390004,Sant Iscle de Vallalta,2023,ExSI-AM,85,13.49,1
819390004,Sant Iscle de Vallalta,2023,PSC-CP,11,1.74,0
821660009,Sant Jaume de Frontanyà,2023,CxSJF-CP,9,0,3
1716550006,Sant Jaume de Llierca,2023,CM,231,89.88,7
4313780001,Sant Jaume dels Domenys,2023,ERC-AM,399,31.31,4
4313780001,Sant Jaume dels Domenys,2023,CSJ - ARA PL,396,31.08,4
4313780001,Sant Jaume dels Domenys,2023,CM,322,25.27,3
4313780001,Sant Jaume dels Domenys,2023,PSC-CP,81,6.35,0
4313780001,Sant Jaume dels Domenys,2023,PP,57,4.47,0
4390230008,Sant Jaume d'Enveja,2023,PSC-CP,753,40.5,5
4390230008,Sant Jaume d'Enveja,2023,CM,704,37.86,4
4390230008,Sant Jaume d'Enveja,2023,ERC-AM,233,12.53,1
4390230008,Sant Jaume d'Enveja,2023,ARA PL,141,7.58,1
1716740003,Sant Joan de les Abadesses,2023,MES-somMEScat,948,50.64,6
1716740003,Sant Joan de les Abadesses,2023,ERC,800,42.73,5
1716740003,Sant Joan de les Abadesses,2023,CM,108,5.76,0
1716800000,Sant Joan de Mollet,2023,JperM-AM,178,82.02,7
1716800000,Sant Joan de Mollet,2023,PSC-CP,11,5.06,0
821880001,Sant Joan de Vilatorrada,2023,AXSJ,1441,31.81,6
821880001,Sant Joan de Vilatorrada,2023,COMPROMÍS - C,921,20.33,4
821880001,Sant Joan de Vilatorrada,2023,PSC-CP,871,19.22,4
821880001,Sant Joan de Vilatorrada,2023,CM,514,11.34,2
821880001,Sant Joan de Vilatorrada,2023,ERC-AM,421,9.29,1
821880001,Sant Joan de Vilatorrada,2023,PP,156,3.44,0
821880001,Sant Joan de Vilatorrada,2023,Cs,134,2.95,0
821720002,Sant Joan Despí,2023,PSC-CP,7396,49.23,13
821720002,Sant Joan Despí,2023,SJDECP - C,1871,12.45,3
821720002,Sant Joan Despí,2023,ERC-AM,1634,10.87,2
821720002,Sant Joan Despí,2023,PP,954,6.35,1
821720002,Sant Joan Despí,2023,VOX,915,6.09,1
821720002,Sant Joan Despí,2023,CM,863,5.74,1
821720002,Sant Joan Despí,2023,FES-Sant Joan,500,3.32,0
821720002,Sant Joan Despí,2023,Cs,420,2.79,0
821720002,Sant Joan Despí,2023,VALENTS,210,1.39,0
821720002,Sant Joan Despí,2023,ARA PL,51,0.33,0
1718510007,Sant Joan les Fonts,2023,CM,829,64.41,7
1718510007,Sant Joan les Fonts,2023,AM,424,32.94,4
1716680001,Sant Jordi Desvalls,2023,SP-AMUNT,220,48.35,4
1716680001,Sant Jordi Desvalls,2023,ERC-AM,137,30.1,2
1716680001,Sant Jordi Desvalls,2023,CP,95,20.87,1
890300000,Sant Julià de Cerdanyola,2023,C-AM,96,0,5
890300000,Sant Julià de Cerdanyola,2023,CxSJC-CP,3,0,0
1716930008,Sant Julià de Ramis,2023,ERC-AM,739,51.71,6
1716930008,Sant Julià de Ramis,2023,SP1972-AMUNT,267,18.68,2
1716930008,Sant Julià de Ramis,2023,CM,218,15.25,2
1716930008,Sant Julià de Ramis,2023,PSC-CP,177,12.38,1
822050006,Sant Julià de Vilatorta,2023,AVV - AM,701,42.66,5
822050006,Sant Julià de Vilatorta,2023,CM,635,38.64,5
822050006,Sant Julià de Vilatorta,2023,VP,233,14.18,1
822050006,Sant Julià de Vilatorta,2023,PSC-CP,38,2.31,0
1790320002,Sant Julià del Llor i Bonmatí,2023,CM,306,87.93,9
822120002,Sant Just Desvern,2023,PSC-CP,3336,39.45,8
822120002,Sant Just Desvern,2023,ESJD - ARA PL,842,9.95,2
822120002,Sant Just Desvern,2023,CM,840,9.93,2
822120002,Sant Just Desvern,2023,ERC-AM,734,8.68,1
822120002,Sant Just Desvern,2023,SJECP - C,713,8.43,1
822120002,Sant Just Desvern,2023,PP,615,7.27,1
822120002,Sant Just Desvern,2023,CUP-AMUNT,606,7.16,1
822120002,Sant Just Desvern,2023,VOX,457,5.4,1
822120002,Sant Just Desvern,2023,SOM-HI SJ VIVA!,212,2.5,0
1717140003,Sant Llorenç de la Muga,2023,CSLLM-AM,118,92.91,7
2519300000,Sant Llorenç de Morunys,2023,PITEUS-AM,391,92.65,7
822270005,Sant Llorenç d'Hortons,2023,CM,539,43.05,5
822270005,Sant Llorenç d'Hortons,2023,MxH - AM,465,37.14,5
822270005,Sant Llorenç d'Hortons,2023,AVANCEM - CP,137,10.94,1
822270005,Sant Llorenç d'Hortons,2023,Som-hi Hortons,75,5.99,0
822330008,Sant Llorenç Savall,2023,ERC-AM,582,53.19,6
822330008,Sant Llorenç Savall,2023,CM,427,39.03,5
822330008,Sant Llorenç Savall,2023,ESEM-CP,54,4.93,0
822510007,Sant Martí d'Albars,2023,CM,50,0,5
822510007,Sant Martí d'Albars,2023,PSC-CP,2,0,0
822480001,Sant Martí de Centelles,2023,I,298,62.21,6
822480001,Sant Martí de Centelles,2023,GdSMC - AM,177,36.95,3
1717290004,Sant Martí de Llémena,2023,ILL-AM,185,56.23,4
1717290004,Sant Martí de Llémena,2023,CM,140,42.55,3
2590250006,Sant Martí de Riucorb,2023,MIR - AM,226,53.05,4
2590250006,Sant Martí de Riucorb,2023,CM,168,39.43,3
2590250006,Sant Martí de Riucorb,2023,VOX,13,3.05,0
822640003,Sant Martí de Tous,2023,ERC-AM,349,48.13,5
822640003,Sant Martí de Tous,2023,CP,149,20.55,2
822640003,Sant Martí de Tous,2023,CUP-AMUNT,124,17.1,1
822640003,Sant Martí de Tous,2023,CM,97,13.37,1
822700000,Sant Martí Sarroca,2023,CM,438,28.79,3
822700000,Sant Martí Sarroca,2023,FOMENENC,419,27.54,3
822700000,Sant Martí Sarroca,2023,ERC / ESQUERRA,390,25.64,3
822700000,Sant Martí Sarroca,2023,MOVEM-CP,245,16.1,2
822860009,Sant Martí Sesgueioles,2023,SMA-AM,168,93.85,7
1717350006,Sant Martí Vell,2023,TxSMV-AM,104,64.19,5
1717350006,Sant Martí Vell,2023,SP-AMUNT,55,33.95,2
1717350006,Sant Martí Vell,2023,PSC-CP,3,1.85,0
822990004,Sant Mateu de Bages,2023,Sumem - AM,314,78.89,6
822990004,Sant Mateu de Bages,2023,CM,73,18.34,1
1717400000,Sant Miquel de Campmajor,2023,SomSMC-AM,72,0,4
1717400000,Sant Miquel de Campmajor,2023,SP-AMUNT,58,0,1
1717400000,Sant Miquel de Campmajor,2023,PSC-CP,2,0,0
1717530008,Sant Miquel de Fluvià,2023,CP,217,89.3,7
1717660009,Sant Mori,2023,SOM SANT MORI,72,0,4
1717660009,Sant Mori,2023,ERC-AM,42,0,1
1717660009,Sant Mori,2023,CM,2,0,0
1717660009,Sant Mori,2023,PSC-CP,1,0,0
1717720002,Sant Pau de Segúries,2023,0,240,56.47,4
1717720002,Sant Pau de Segúries,2023,CM,172,40.47,3
823100000,Sant Pere de Ribes,2023,PSC-CP,5759,51.02,13
823100000,Sant Pere de Ribes,2023,UM9-CUP-C-AMUNT,1385,12.27,3
823100000,Sant Pere de Ribes,2023,CM,1341,11.88,3
823100000,Sant Pere de Ribes,2023,FP-ECP - C,744,6.59,1
823100000,Sant Pere de Ribes,2023,VOX,565,5,1
823100000,Sant Pere de Ribes,2023,ERC-AM,517,4.58,0
823100000,Sant Pere de Ribes,2023,PP,508,4.5,0
823100000,Sant Pere de Ribes,2023,VALENTS,185,1.63,0
823100000,Sant Pere de Ribes,2023,REACCIONA - APL,164,1.45,0
823250006,Sant Pere de Riudebitlles,2023,ERC / ESQUERRA,441,39.94,5
823250006,Sant Pere de Riudebitlles,2023,CM,438,39.67,4
823250006,Sant Pere de Riudebitlles,2023,MP-CUP-AMUNT,183,16.57,2
823310007,Sant Pere de Torelló,2023,ENTESA - AM,1164,94.94,11
823460009,Sant Pere de Vilamajor,2023,ERC-AM,504,28.73,3
823460009,Sant Pere de Vilamajor,2023,PSC-CP,428,24.4,3
823460009,Sant Pere de Vilamajor,2023,CM,398,22.69,3
823460009,Sant Pere de Vilamajor,2023,ISP,352,20.06,2
1717880001,Sant Pere Pescador,2023,CM,340,55.28,7
1717880001,Sant Pere Pescador,2023,IxSPP-AM,242,39.34,4
818970005,Sant Pere Sallavinera,2023,SASPS - C,62,0,1
818970005,Sant Pere Sallavinera,2023,ISPS-AM,53,0,2
818970005,Sant Pere Sallavinera,2023,CM,23,0,2
818970005,Sant Pere Sallavinera,2023,PSC-CP,6,0,0
823590004,Sant Pol de Mar,2023,CM,1118,43.94,6
823590004,Sant Pol de Mar,2023,ERC-AM,483,18.98,3
823590004,Sant Pol de Mar,2023,MSP,386,15.17,2
823590004,Sant Pol de Mar,2023,CUP-AMUNT,332,13.05,2
823590004,Sant Pol de Mar,2023,PSC-CP,104,4.08,0
823590004,Sant Pol de Mar,2023,PP,83,3.26,0
823620002,Sant Quintí de Mediona,2023,CM,480,42.89,5
823620002,Sant Quintí de Mediona,2023,ERC / ESQUERRA,428,38.24,5
823620002,Sant Quintí de Mediona,2023,PP,96,8.57,1
823620002,Sant Quintí de Mediona,2023,CUP -AM,85,7.59,0
823620002,Sant Quintí de Mediona,2023,PSC-CP,23,2.05,0
823780001,Sant Quirze de Besora,2023,SP-AMUNT,684,61.4,7
823780001,Sant Quirze de Besora,2023,CM,416,37.34,4
823840003,Sant Quirze del Vallès,2023,JUNTS-ERC-AM,2388,27.45,7
823840003,Sant Quirze del Vallès,2023,CM,1844,21.19,5
823840003,Sant Quirze del Vallès,2023,PSC-CP,1192,13.7,3
823840003,Sant Quirze del Vallès,2023,SOM SQV-ARA PL,697,8.01,2
823840003,Sant Quirze del Vallès,2023,VOX,678,7.79,2
823840003,Sant Quirze del Vallès,2023,SQVEC - C,582,6.69,1
823840003,Sant Quirze del Vallès,2023,PP,560,6.43,1
823840003,Sant Quirze del Vallès,2023,Indsqv-ID,363,4.17,0
823840003,Sant Quirze del Vallès,2023,IMPULSA SQV,218,2.5,0
823970005,Sant Quirze Safaja,2023,ISQS-CP,178,52.35,4
823970005,Sant Quirze Safaja,2023,CM,155,45.58,3
2519450006,Sant Ramon,2023,CM,225,67.77,5
2519450006,Sant Ramon,2023,UxMSR - CP,62,18.67,1
2519450006,Sant Ramon,2023,ERC-AM,40,12.04,1
824010007,Sant Sadurní d'Anoia,2023,ERC / ESQUERRA,1668,31.12,6
824010007,Sant Sadurní d'Anoia,2023,CM,1144,21.34,4
824010007,Sant Sadurní d'Anoia,2023,PSC-CP,1082,20.19,4
824010007,Sant Sadurní d'Anoia,2023,CUP-AMUNT,534,9.96,1
824010007,Sant Sadurní d'Anoia,2023,PP,529,9.87,1
824010007,Sant Sadurní d'Anoia,2023,SSECP - C,284,5.29,1
824180001,Sant Sadurní d'Osormort,2023,CM,38,0,2
824180001,Sant Sadurní d'Osormort,2023,CP,15,0,1
824180001,Sant Sadurní d'Osormort,2023,ERC / AM,5,0,0
809830008,Sant Salvador de Guardiola,2023,CM,760,53.97,7
809830008,Sant Salvador de Guardiola,2023,SUMEM - AM,410,29.11,3
809830008,Sant Salvador de Guardiola,2023,PSC-CP,205,14.55,1
826280001,Sant Vicenç de Castellet,2023,CM,1795,44.46,7
826280001,Sant Vicenç de Castellet,2023,ERC-AM,848,21,3
826280001,Sant Vicenç de Castellet,2023,SVSOU VOSALTRES,649,16.07,2
826280001,Sant Vicenç de Castellet,2023,PSC-CP,289,7.15,1
826280001,Sant Vicenç de Castellet,2023,VOX,226,5.59,0
826280001,Sant Vicenç de Castellet,2023,SVECP-C,122,3.02,0
826280001,Sant Vicenç de Castellet,2023,FSV - ARA PL,37,0.91,0
826280001,Sant Vicenç de Castellet,2023,UCIN,26,0.64,0
826490004,Sant Vicenç de Montalt,2023,SS-CP,477,34.41,6
826490004,Sant Vicenç de Montalt,2023,JUNTSXSVM-ARAPL,295,21.28,3
826490004,Sant Vicenç de Montalt,2023,SOM-HI,206,14.86,2
826490004,Sant Vicenç de Montalt,2023,CM,139,10.02,1
826490004,Sant Vicenç de Montalt,2023,PP,93,6.7,1
826490004,Sant Vicenç de Montalt,2023,ERC-AM,66,4.76,0
826490004,Sant Vicenç de Montalt,2023,VALENTS,34,2.45,0
826490004,Sant Vicenç de Montalt,2023,IRC,26,1.87,0
826490004,Sant Vicenç de Montalt,2023,GSV,19,1.37,0
826520002,Sant Vicenç de Torelló,2023,SUMEM - AM,568,54.19,6
826520002,Sant Vicenç de Torelló,2023,CM,456,43.51,5
826340003,Sant Vicenç dels Horts,2023,PSC - SV+ - CP,3916,35.47,9
826340003,Sant Vicenç dels Horts,2023,JxSV-ERC-EUA-AM,3491,31.62,8
826340003,Sant Vicenç dels Horts,2023,SVHECP - C,961,8.7,2
826340003,Sant Vicenç dels Horts,2023,VOX,954,8.64,2
826340003,Sant Vicenç dels Horts,2023,CM,525,4.75,0
826340003,Sant Vicenç dels Horts,2023,PP,455,4.12,0
826340003,Sant Vicenç dels Horts,2023,VxSVH - Cs,290,2.62,0
826340003,Sant Vicenç dels Horts,2023,VALENTS,282,2.55,0
4313840003,Santa Bàrbara,2023,CM,502,30.29,3
4313840003,Santa Bàrbara,2023,PerSB',422,25.46,3
4313840003,Santa Bàrbara,2023,ERC-AM,380,22.93,3
4313840003,Santa Bàrbara,2023,PSC-CP,171,10.31,1
4313840003,Santa Bàrbara,2023,SBAU - ARA PL,158,9.53,1
824390004,Santa Cecília de Voltregà,2023,CM,69,0,3
824390004,Santa Cecília de Voltregà,2023,ISC-AM,50,0,1
824390004,Santa Cecília de Voltregà,2023,SCI,42,0,1
824390004,Santa Cecília de Voltregà,2023,PSC-CP,1,0,0
824440003,Santa Coloma de Cervelló,2023,SCC SUMA-PSC-CP,1227,32.95,5
824440003,Santa Coloma de Cervelló,2023,COL·LAB-ERC-AM,1185,31.82,5
824440003,Santa Coloma de Cervelló,2023,P - C,677,18.18,3
824440003,Santa Coloma de Cervelló,2023,CM,202,5.42,0
824440003,Santa Coloma de Cervelló,2023,PP,176,4.72,0
824440003,Santa Coloma de Cervelló,2023,VOX,171,4.59,0
1718050006,Santa Coloma de Farners,2023,CM,1203,28.23,5
1718050006,Santa Coloma de Farners,2023,ISC- IdSelva,922,21.63,4
1718050006,Santa Coloma de Farners,2023,CUP-AMUNT,807,18.93,4
1718050006,Santa Coloma de Farners,2023,SOM-HI-ERC-AM,782,18.35,3
1718050006,Santa Coloma de Farners,2023,PSC-CP,399,9.36,1
824570005,Santa Coloma de Gramenet,2023,PSC-CP,20250,51.34,17
824570005,Santa Coloma de Gramenet,2023,ERC-AM,5880,14.9,4
824570005,Santa Coloma de Gramenet,2023,Cs,2997,7.59,2
824570005,Santa Coloma de Gramenet,2023,PP,2661,6.74,2
824570005,Santa Coloma de Gramenet,2023,VOX,2612,6.62,2
824570005,Santa Coloma de Gramenet,2023,SCG-ECP-C,1910,4.84,0
824570005,Santa Coloma de Gramenet,2023,CUP-GG-AMUNT,1030,2.61,0
824570005,Santa Coloma de Gramenet,2023,PACMA,603,1.52,0
824570005,Santa Coloma de Gramenet,2023,CM,500,1.26,0
824570005,Santa Coloma de Gramenet,2023,USSP-SCG,309,0.78,0
824570005,Santa Coloma de Gramenet,2023,PCPC,135,0.34,0
824570005,Santa Coloma de Gramenet,2023,VALENTS,95,0.24,0
824570005,Santa Coloma de Gramenet,2023,ARA PL,50,0.12,0
4313970005,Santa Coloma de Queralt,2023,CM,664,53.89,6
4313970005,Santa Coloma de Queralt,2023,ERC-AM,530,43.01,5
1718120002,Santa Cristina d'Aro,2023,TXSCA - TE,735,42.9,7
1718120002,Santa Cristina d'Aro,2023,ERC-AM,260,15.17,2
1718120002,Santa Cristina d'Aro,2023,GNR - C,216,12.6,2
1718120002,Santa Cristina d'Aro,2023,PSC-CP,159,9.28,1
1718120002,Santa Cristina d'Aro,2023,CM,128,7.47,1
1718120002,Santa Cristina d'Aro,2023,SUPORT,98,5.72,0
1718120002,Santa Cristina d'Aro,2023,PP,82,4.78,0
1718120002,Santa Cristina d'Aro,2023,Cs,25,1.45,0
824600000,Santa Eugènia de Berga,2023,CM,477,46.67,5
824600000,Santa Eugènia de Berga,2023,SOM SEB-ERC-AM,268,26.22,3
824600000,Santa Eugènia de Berga,2023,ISEB,241,23.58,3
824760009,Santa Eulàlia de Riuprimer,2023,IpR - AM,439,61.83,6
824760009,Santa Eulàlia de Riuprimer,2023,SER,227,31.97,3
824820002,Santa Eulàlia de Ronçana,2023,POBLE UNIT SER,2160,68.57,11
824820002,Santa Eulàlia de Ronçana,2023,IND-ERC - AM,381,12.09,2
824820002,Santa Eulàlia de Ronçana,2023,PSC-CP,171,5.42,0
824820002,Santa Eulàlia de Ronçana,2023,VALENTS,145,4.6,0
824820002,Santa Eulàlia de Ronçana,2023,CUP-AMUNT,144,4.57,0
824820002,Santa Eulàlia de Ronçana,2023,VOX,77,2.44,0
824820002,Santa Eulàlia de Ronçana,2023,Cs,47,1.49,0
824950006,Santa Fe del Penedès,2023,CM,144,56.69,4
824950006,Santa Fe del Penedès,2023,F.I.C.,109,42.91,3
1718270005,Santa Llogaia d'Àlguema,2023,CM,151,90.41,7
1718270005,Santa Llogaia d'Àlguema,2023,PSC-CP,12,7.18,0
825080001,Santa Margarida de Montbui,2023,AM-LVDVDM,2577,60.15,11
825080001,Santa Margarida de Montbui,2023,PSC-CP,1059,24.71,4
825080001,Santa Margarida de Montbui,2023,VOX,281,6.55,1
825080001,Santa Margarida de Montbui,2023,SOM-ERC-AM,229,5.34,1
825080001,Santa Margarida de Montbui,2023,PP,112,2.61,0
825150006,Santa Margarida i els Monjos,2023,PSC-CP,1428,45.85,7
825150006,Santa Margarida i els Monjos,2023,ERC / ESQUERRA,494,15.86,2
825150006,Santa Margarida i els Monjos,2023,ARA PL,491,15.76,2
825150006,Santa Margarida i els Monjos,2023,CM,263,8.44,1
825150006,Santa Margarida i els Monjos,2023,PA-AMUNT,180,5.78,1
825150006,Santa Margarida i els Monjos,2023,VOX,160,5.13,0
825150006,Santa Margarida i els Monjos,2023,PP,70,2.24,0
825360009,Santa Maria de Besora,2023,IpB,47,0,3
825360009,Santa Maria de Besora,2023,SB -  AM,43,0,2
825360009,Santa Maria de Besora,2023,PSC-CP,0,0,0
825670005,Santa Maria de Martorelles,2023,SMEC - C,188,39.91,3
825670005,Santa Maria de Martorelles,2023,CM,145,30.78,2
825670005,Santa Maria de Martorelles,2023,ERC-AM,130,27.6,2
825540003,Santa Maria de Merlès,2023,CM,35,0,5
825540003,Santa Maria de Merlès,2023,CxSMM-CP,3,0,0
825730008,Santa Maria de Miralles,2023,FEM-AM,42,0,3
825730008,Santa Maria de Miralles,2023,CM,34,0,2
825730008,Santa Maria de Miralles,2023,CP,5,0,0
825920002,Santa Maria de Palautordera,2023,CM,2393,59.81,9
825920002,Santa Maria de Palautordera,2023,SOM-CUP-AMUNT,549,13.72,2
825920002,Santa Maria de Palautordera,2023,ERC-PA-AM,529,13.22,1
825920002,Santa Maria de Palautordera,2023,PSC-CP,418,10.44,1
825890004,Santa Maria d'Oló,2023,O S TOTS-ERC-AM,409,77.9,8
825890004,Santa Maria d'Oló,2023,CM,87,16.57,1
4314010007,Santa Oliva,2023,PSC-CP,605,42.01,5
