CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS/ES
1712920002,Pedret i Marzà,2023,PSC-CP,1,0,0
2516410007,Penelles,2023,CM,180,72.58,5
2516410007,Penelles,2023,ERC-AM,63,25.4,2
1713060009,La Pera,2023,CM,160,89.88,7
816070005,Perafita,2023,CM,169,63.53,5
816070005,Perafita,2023,PAP - AMUNT,91,34.21,2
4310370005,Perafort,2023,CM,354,46.88,4
4310370005,Perafort,2023,TSPiP - AM,229,30.33,3
4310370005,Perafort,2023,PSC-CP,85,11.25,1
4310370005,Perafort,2023,F.I.C.,71,9.4,1
4310370005,Perafort,2023,PP,7,0.92,0
1713280001,Peralada,2023,CM,638,71.6,7
1713280001,Peralada,2023,IdV-AMUNT,212,23.79,2
2516540003,Peramola,2023,CM,158,77.07,6
2516540003,Peramola,2023,CxP - CP,39,19.02,1
4310420002,El Perelló,2023,AP-ERC-AM,602,49.79,6
4310420002,El Perelló,2023,CM,490,40.52,5
4310420002,El Perelló,2023,PSC-CP,86,7.11,0
816140003,Piera,2023,CP,1377,23.16,5
816140003,Piera,2023,ERC / ESQUERRA,1375,23.12,4
816140003,Piera,2023,CM,943,15.86,3
816140003,Piera,2023,SP-somMEScat,816,13.72,2
816140003,Piera,2023,VOX,623,10.47,2
816140003,Piera,2023,PP,424,7.13,1
816140003,Piera,2023,CUP-AMUNT,269,4.52,0
4310550006,Les Piles,2023,LPpF,48,0,5
4310550006,Les Piles,2023,PSC-CP,5,0,0
816350006,Pineda de Mar,2023,PSC-CP,5535,51.96,13
816350006,Pineda de Mar,2023,ERC-AM,1889,17.73,4
816350006,Pineda de Mar,2023,CM,935,8.77,2
816350006,Pineda de Mar,2023,PP,761,7.14,1
816350006,Pineda de Mar,2023,PECP-C,594,5.57,1
816350006,Pineda de Mar,2023,VOX,485,4.55,0
816350006,Pineda de Mar,2023,VALENTS,174,1.63,0
816350006,Pineda de Mar,2023,Cs,71,0.66,0
816350006,Pineda de Mar,2023,ARA-PL,64,0.6,0
4310680001,El Pinell de Brai,2023,EPB-MTE - C,264,41.9,3
4310680001,El Pinell de Brai,2023,CM,241,38.25,3
4310680001,El Pinell de Brai,2023,0,124,19.68,1
2516670005,Pinell de Solsonès,2023,ERC / ESQUERRA,76,0,5
2516670005,Pinell de Solsonès,2023,PSC-CP,3,0,0
2516730008,Pinós,2023,CM,124,85.51,7
4310740003,Pira,2023,UNIC - FIC,208,97.19,7
4310800000,El Pla de Santa Maria,2023,CM,781,68.15,9
4310800000,El Pla de Santa Maria,2023,ApP - AM,257,22.42,2
4310800000,El Pla de Santa Maria,2023,PIP-PSC-CP,77,6.71,0
816400000,El Pla del Penedès,2023,ERC / ESQUERRA,318,49.68,5
816400000,El Pla del Penedès,2023,CM,229,35.78,3
816400000,El Pla del Penedès,2023,CUP-AMUNT),70,10.93,1
1713340003,Les Planes d'Hostoles,2023,ELPH,709,71.61,7
1713340003,Les Planes d'Hostoles,2023,CM,200,20.2,2
1713340003,Les Planes d'Hostoles,2023,PSC-CP,57,5.75,0
1713490004,Planoles,2023,IdR-IDC,153,85.95,7
1713490004,Planoles,2023,IdP - AM,19,10.67,0
2591180001,Els Plans de Sió,2023,ERC-AM,222,79.28,6
2591180001,Els Plans de Sió,2023,CM,48,17.14,1
2516890004,El Poal,2023,EPA-AM,281,78.71,6
2516890004,El Poal,2023,CM,43,12.04,1
2516920002,La Pobla de Cérvoles,2023,CM,113,0,4
2516920002,La Pobla de Cérvoles,2023,CiP - AM,34,0,1
2516920002,La Pobla de Cérvoles,2023,PSC-CP,4,0,0
816530008,La Pobla de Claramunt,2023,P!,454,40.9,5
816530008,La Pobla de Claramunt,2023,CM,368,33.15,4
816530008,La Pobla de Claramunt,2023,CP,169,15.22,1
816530008,La Pobla de Claramunt,2023,ERC - AM,107,9.63,1
816660009,La Pobla de Lillet,2023,ERC-AM,430,65.34,6
816660009,La Pobla de Lillet,2023,CM,212,32.21,3
4310930008,La Pobla de Mafumet,2023,UAS-POBLA,1283,71.59,9
4310930008,La Pobla de Mafumet,2023,ERC-AM,227,12.66,1
4310930008,La Pobla de Mafumet,2023,PSC-CP,161,8.98,1
4310930008,La Pobla de Mafumet,2023,VOX,87,4.85,0
4310930008,La Pobla de Mafumet,2023,PP,23,1.28,0
4311070005,La Pobla de Massaluca,2023,CM,134,93.05,7
4311140003,La Pobla de Montornès,2023,ERC-AM,564,46.07,6
4311140003,La Pobla de Montornès,2023,AMPM-PSC-CP,388,31.69,4
4311140003,La Pobla de Montornès,2023,PP,110,8.98,1
4311140003,La Pobla de Montornès,2023,VALENTS,93,7.59,0
4311140003,La Pobla de Montornès,2023,ECPPM-C,52,4.24,0
2517130008,La Pobla de Segur,2023,ERC / ESQUERRA,688,52.59,6
2517130008,La Pobla de Segur,2023,PSC-CP,321,24.54,3
2517130008,La Pobla de Segur,2023,CM,284,21.71,2
4311290004,Poboleda,2023,TP - AM,166,91.2,7
816720002,Polinyà,2023,PSC-CP,2027,57.42,8
816720002,Polinyà,2023,CM,472,13.37,2
816720002,Polinyà,2023,PECP - C,330,9.34,1
816720002,Polinyà,2023,VOX,263,7.45,1
816720002,Polinyà,2023,ERC-AM,260,7.36,1
816720002,Polinyà,2023,PP,128,3.62,0
4311350006,El Pont d'Armentera,2023,CM,206,70.79,6
4311350006,El Pont d'Armentera,2023,Units pel PA-CP,62,21.3,1
4311350006,El Pont d'Armentera,2023,IdP - AM,21,7.21,0
2503060009,El Pont de Bar,2023,CM,41,0,4
2503060009,El Pont de Bar,2023,P.D.M.,27,0,1
2503060009,El Pont de Bar,2023,CxPB - CP,11,0,0
2503060009,El Pont de Bar,2023,ERC-AM,11,0,0
1713520002,Pont de Molins,2023,ERC-AM,164,47.67,4
1713520002,Pont de Molins,2023,CM,141,40.98,3
1713520002,Pont de Molins,2023,CP,37,10.75,0
2517340003,El Pont de Suert,2023,TOTHOM,413,39.25,5
2517340003,El Pont de Suert,2023,CM,240,22.81,3
2517340003,El Pont de Suert,2023,ERC-AM,197,18.72,2
2517340003,El Pont de Suert,2023,PSC-CP,136,12.92,1
2517340003,El Pont de Suert,2023,PP,52,4.94,0
818250006,El Pont de Vilomara i Rocafort,2023,PSC-CP,994,56.41,7
818250006,El Pont de Vilomara i Rocafort,2023,ERC-AM,605,34.33,4
818250006,El Pont de Vilomara i Rocafort,2023,CM,100,5.67,0
4314180001,Pontils,2023,CM,42,0,5
4314180001,Pontils,2023,PSC-CP,5,0,0
816880001,Pontons,2023,PP,172,71.07,5
816880001,Pontons,2023,CM,63,26.03,2
1713650006,Pontós,2023,CxP,105,56.75,4
1713650006,Pontós,2023,SP - AM,76,41.08,3
2517280001,Ponts,2023,CM,569,47.49,6
2517280001,Ponts,2023,ERC-AM,453,37.81,4
2517280001,Ponts,2023,PONTS KM0,136,11.35,1
1713710007,Porqueres,2023,IdP-AM,1551,75.4,9
1713710007,Porqueres,2023,CM,377,18.32,2
1713710007,Porqueres,2023,PSC-CP,45,2.18,0
4311400000,Porrera,2023,CM,162,90.5,7
1714040003,El Port de la Selva,2023,CM,358,70.47,7
1714040003,El Port de la Selva,2023,SeP - AM,140,27.55,2
1713870005,Portbou,2023,SxP-CP,363,56.98,6
1713870005,Portbou,2023,CM,220,34.53,3
1713870005,Portbou,2023,EP-AM,48,7.53,0
2517490004,La Portella,2023,CM,234,65,5
2517490004,La Portella,2023,IxP-AM,123,34.16,2
4311530008,Pradell de la Teixeta,2023,IPT - AM,82,0,4
4311530008,Pradell de la Teixeta,2023,CM,19,0,1
4311530008,Pradell de la Teixeta,2023,PP,2,0,0
4311530008,Pradell de la Teixeta,2023,PSC-CP,0,0,0
4311660009,Prades,2023,CM,169,42.35,3
4311660009,Prades,2023,ERC-AM,130,32.58,2
4311660009,Prades,2023,JpP-CP,88,22.05,2
4311720002,Prat de Comte,2023,xP-AM,52,0,2
4311720002,Prat de Comte,2023,CM,45,0,3
4311720002,Prat de Comte,2023,CP,6,0,0
816910007,El Prat de Llobregat,2023,EPCP-C,8179,32,9
816910007,El Prat de Llobregat,2023,PSC-CP,5638,22.06,6
816910007,El Prat de Llobregat,2023,ERC-AM,2583,10.1,3
816910007,El Prat de Llobregat,2023,PP,2034,7.95,2
816910007,El Prat de Llobregat,2023,JPD,2026,7.92,2
816910007,El Prat de Llobregat,2023,VOX,1861,7.28,2
816910007,El Prat de Llobregat,2023,CM,1590,6.22,1
816910007,El Prat de Llobregat,2023,Cs,1087,4.25,0
816910007,El Prat de Llobregat,2023,VALENTS,92,0.35,0
816910007,El Prat de Llobregat,2023,ARA PL,84,0.32,0
4311880001,Pratdip,2023,SP,211,49.29,4
4311880001,Pratdip,2023,CM,131,30.6,2
4311880001,Pratdip,2023,DIP-CP,84,19.62,1
817120002,Prats de Lluçanès,2023,CM,479,34.36,4
817120002,Prats de Lluçanès,2023,ERC-AM,469,33.64,4
817120002,Prats de Lluçanès,2023,MP,411,29.48,3
817050006,Els Prats de Rei,2023,AM,263,85.66,7
817050006,Els Prats de Rei,2023,RECUPEREM,32,10.42,0
2517520002,Prats i Sansor,2023,CM,122,85.91,7
2517520002,Prats i Sansor,2023,ERC-AM,12,8.45,0
2517650006,Preixana,2023,CM,180,83.72,6
2517650006,Preixana,2023,PP,29,13.48,1
2517710007,Preixens,2023,UxP - AM,143,89.37,7
823030008,Premià de Dalt,2023,CM,2035,46.64,10
823030008,Premià de Dalt,2023,VxPD - ARA PL,771,17.67,3
823030008,Premià de Dalt,2023,ERC-AM,580,13.29,2
823030008,Premià de Dalt,2023,CPD - AMUNT,364,8.34,1
823030008,Premià de Dalt,2023,PSC-CP,345,7.9,1
823030008,Premià de Dalt,2023,Cs,205,4.69,0
817270005,Premià de Mar,2023,CM,2977,28.54,7
817270005,Premià de Mar,2023,PSC-CP,1848,17.72,4
817270005,Premià de Mar,2023,ERC - AM,1492,14.3,3
817270005,Premià de Mar,2023,CP - AMUNT,1385,13.28,3
817270005,Premià de Mar,2023,PECP - C,954,9.14,2
817270005,Premià de Mar,2023,PP,797,7.64,1
817270005,Premià de Mar,2023,Cs,532,5.1,1
817270005,Premià de Mar,2023,VALENTS,236,2.26,0
817270005,Premià de Mar,2023,ARA PL,30,0.28,0
1713900000,Les Preses,2023,CM,615,67.43,6
1713900000,Les Preses,2023,AM,269,29.49,3
2517900000,Prullans,2023,CM,109,66.46,5
2517900000,Prullans,2023,IP-AM,48,29.26,2
2517900000,Prullans,2023,CxP - CP,5,3.04,0
1714110007,Puigcerdà,2023,IP - ERC - AM,954,28.67,5
1714110007,Puigcerdà,2023,CM,938,28.19,4
1714110007,Puigcerdà,2023,FTR,872,26.2,4
1714110007,Puigcerdà,2023,PP,188,5.65,0
1714110007,Puigcerdà,2023,TXPUIGCERDÀ-APL,184,5.53,0
1714110007,Puigcerdà,2023,PSC-CP,131,3.93,0
817480001,Puigdàlber,2023,CM,180,54.71,4
817480001,Puigdàlber,2023,ERC / ESQUERRA,139,42.24,3
2518040003,Puiggròs,2023,CM,98,93.33,7
4311910007,Puigpelat,2023,SpP-AM,332,90.71,9
817510007,Puig-reig,2023,CM,968,55.53,6
817510007,Puig-reig,2023,ERC-AM,740,42.45,5
2518110007,Puigverd d'Agramunt,2023,CM,88,88,7
2518260009,Puigverd de Lleida,2023,CM,396,51.16,5
2518260009,Puigverd de Lleida,2023,TFP - AM,241,31.13,3
2518260009,Puigverd de Lleida,2023,AxP-CP,104,13.43,1
2518260009,Puigverd de Lleida,2023,PP,12,1.55,0
817640003,Pujalt,2023,AM,75,0,3
817640003,Pujalt,2023,CM,41,0,2
817640003,Pujalt,2023,CP,6,0,0
817700000,La Quar,2023,ERC-AM,27,0,1
817700000,La Quar,2023,CxQ-CP,0,0,0
1714260009,Quart,2023,CM,713,36.08,4
1714260009,Quart,2023,QA,440,22.26,3
1714260009,Quart,2023,PSC-CP,368,18.62,2
1714260009,Quart,2023,CUP-SP-AMUNT,228,11.53,1
1714260009,Quart,2023,ERC-AM,202,10.22,1
1704330008,Queralbs,2023,CM,69,0,3
1704330008,Queralbs,2023,CP,65,0,1
1704330008,Queralbs,2023,ERC-AM,62,0,1
4312050006,Querol,2023,CIQ-AM,185,62.71,5
4312050006,Querol,2023,F.I.C.,81,27.45,2
4312050006,Querol,2023,PSC-CP,25,8.47,0
1714320002,Rabós,2023,CM,56,0,4
1714320002,Rabós,2023,ERC-AM,40,0,1
1714320002,Rabós,2023,PSC-CP,2,0,0
817860009,Rajadell,2023,JxR - ARA PL,188,57.14,5
817860009,Rajadell,2023,ERC-AM,110,33.43,2
817860009,Rajadell,2023,PSC-CP,28,8.51,0
4312120002,Rasquera,2023,CM,132,32.91,3
4312120002,Rasquera,2023,SI-Solidaritat,132,32.91,2
4312120002,Rasquera,2023,ERC-AM,118,29.42,2
1714470005,Regencós,2023,ERC-AM,66,48.52,4
1714470005,Regencós,2023,MREC - C,42,30.88,2
1714470005,Regencós,2023,CM,25,18.38,1
817990004,Rellinars,2023,G.I.R.,241,56.57,5
817990004,Rellinars,2023,ERC-AM,142,33.33,2
817990004,Rellinars,2023,RECP - C,22,5.16,0
817990004,Rellinars,2023,PSC-CP,15,3.52,0
4312270005,Renau,2023,RST - AM,58,0,5
4312270005,Renau,2023,PSC-CP,1,0,0
4312270005,Renau,2023,PP,0,0,0
4312330008,Reus,2023,PSC-CP,8641,23.89,8
4312330008,Reus,2023,ERC-AM,5652,15.62,5
4312330008,Reus,2023,CM,5313,14.69,5
4312330008,Reus,2023,VOX,3790,10.48,3
4312330008,Reus,2023,ARA PL,2989,8.26,2
4312330008,Reus,2023,PP,2729,7.54,2
4312330008,Reus,2023,CUP-AMUNT,2149,5.94,2
4312330008,Reus,2023,ReM-somMEScat,1431,3.95,0
4312330008,Reus,2023,RECP-C,1159,3.2,0
4312330008,Reus,2023,EVR,698,1.93,0
4312330008,Reus,2023,VALENTS,616,1.7,0
4312330008,Reus,2023,Cs,408,1.12,0
2518320002,Rialp,2023,CM,264,73.94,6
2518320002,Rialp,2023,ERC-AM,71,19.88,1
4312480001,La Riba,2023,TxLR,205,90.3,7
4312510007,Riba-roja d'Ebre,2023,CM,332,47.09,4
4312510007,Riba-roja d'Ebre,2023,RR - AM,273,38.72,4
4312510007,Riba-roja d'Ebre,2023,CP,90,12.76,1
2590590004,Ribera d'Ondara,2023,PRd?O-CP,148,45.96,3
2590590004,Ribera d'Ondara,2023,AxRd?O-ERC-AM,119,36.95,3
2590590004,Ribera d'Ondara,2023,ALIANÇA.CAT,48,14.9,1
2518500000,Ribera d'Urgellet,2023,CM,294,69.33,6
2518500000,Ribera d'Urgellet,2023,ERC-AM,74,17.45,1
2518500000,Ribera d'Urgellet,2023,CP,46,10.84,0
1714500000,Ribes de Freser,2023,CM,439,49.27,5
1714500000,Ribes de Freser,2023,CUP - AMUNT,266,29.85,3
1714500000,Ribes de Freser,2023,ERC - TFR - AM,174,19.52,1
1714630008,Riells i Viabrea,2023,ERC - GIR - AM,941,55.19,6
1714630008,Riells i Viabrea,2023,SE·RiV-IdSelva,439,25.74,3
1714630008,Riells i Viabrea,2023,CP,285,16.71,2
4312640003,La Riera de Gaià,2023,SLR - AM,409,46.42,5
4312640003,La Riera de Gaià,2023,CM,380,43.13,4
4312640003,La Riera de Gaià,2023,PSC-CP,72,8.17,0
2518630008,Riner,2023,CM,106,61.27,5
2518630008,Riner,2023,IPR- AM,61,35.26,2
1714790004,Ripoll,2023,ALIANÇA.CAT,1401,30.76,6
1714790004,Ripoll,2023,CM,760,16.68,3
1714790004,Ripoll,2023,ERC,734,16.11,3
1714790004,Ripoll,2023,PSC-CP,619,13.59,2
1714790004,Ripoll,2023,CUP-AMUNT,563,12.36,2
1714790004,Ripoll,2023,IdR-IDC,380,8.34,1
818030008,Ripollet,2023,PSC-CP,5595,38.53,10
818030008,Ripollet,2023,ADR,3650,25.13,6
818030008,Ripollet,2023,VOX,1381,9.51,2
818030008,Ripollet,2023,ERC-AM,1255,8.64,2
818030008,Ripollet,2023,PP,955,6.57,1
818030008,Ripollet,2023,RLYD,628,4.32,0
818030008,Ripollet,2023,CM,446,3.07,0
818030008,Ripollet,2023,VALENTS,371,2.55,0
818030008,Ripollet,2023,Rn.Cat,30,0.2,0
2591390004,Riu de Cerdanya,2023,ERC-AM,48,0,1
2591390004,Riu de Cerdanya,2023,CM,25,0,1
2591390004,Riu de Cerdanya,2023,ARA PL,15,0,1
2591390004,Riu de Cerdanya,2023,CxRC - CP,1,0,0
1714850006,Riudarenes,2023,CM,486,51.86,6
1714850006,Riudarenes,2023,SOMRIU -IdSelva,334,35.64,4
1714850006,Riudarenes,2023,PSC-CP,71,7.57,1
1714980001,Riudaura,2023,CM,204,75,6
1714980001,Riudaura,2023,AM,60,22.05,1
4312700000,Riudecanyes,2023,ERC-AM,317,50.71,5
4312700000,Riudecanyes,2023,CM,287,45.92,4
4312700000,Riudecanyes,2023,PSC-CP,0,0,0
4312860009,Riudecols,2023,ERC-AM,401,62.75,6
4312860009,Riudecols,2023,PSC-CP,175,27.38,3
4312860009,Riudecols,2023,CM,54,8.45,0
1715010007,Riudellots de la Selva,2023,CM,415,39.04,5
1715010007,Riudellots de la Selva,2023,ERC-AM,334,31.42,4
1715010007,Riudellots de la Selva,2023,SOM - IdSelva,225,21.16,2
1715010007,Riudellots de la Selva,2023,PSC-CP,67,6.3,0
4312990004,Riudoms,2023,ERC-AM,1386,45.84,7
4312990004,Riudoms,2023,CM,1279,42.3,6
4312990004,Riudoms,2023,PSC-CP,155,5.12,0
4312990004,Riudoms,2023,PP,146,4.82,0
1715180001,Riumors,2023,TXR - TE,97,0,4
1715180001,Riumors,2023,RA - AM,39,0,1
1715180001,Riumors,2023,CM,1,0,0
1715180001,Riumors,2023,PSC-CP,0,0,0
818100000,La Roca del Vallès,2023,CM,1443,31.75,6
818100000,La Roca del Vallès,2023,PSC-CP,855,18.81,4
818100000,La Roca del Vallès,2023,ERC-AM,633,13.93,3
818100000,La Roca del Vallès,2023,ARALAROCa,486,10.69,2
818100000,La Roca del Vallès,2023,LREC - C,365,8.03,1
818100000,La Roca del Vallès,2023,VOX,231,5.08,1
818100000,La Roca del Vallès,2023,S.L.R.,196,4.31,0
818100000,La Roca del Vallès,2023,PP,140,3.08,0
818100000,La Roca del Vallès,2023,VALENTS,80,1.76,0
4313030008,Rocafort de Queralt,2023,CM,83,0,5
4313030008,Rocafort de Queralt,2023,TpR - AM,27,0,0
4313030008,Rocafort de Queralt,2023,PSC-CP,4,0,0
4313100000,Roda de Berà,2023,TRIA RODA,1323,44.65,7
4313100000,Roda de Berà,2023,PSC-CP,516,17.41,2
4313100000,Roda de Berà,2023,PP,471,15.89,2
4313100000,Roda de Berà,2023,ERC-AM,199,6.71,1
4313100000,Roda de Berà,2023,CM,192,6.47,1
4313100000,Roda de Berà,2023,VALENTS,127,4.28,0
4313100000,Roda de Berà,2023,REC-C,104,3.5,0
818310007,Roda de Ter,2023,ERC-RodaRep-AM,600,25.34,3
818310007,Roda de Ter,2023,AR - ARA PL,474,20.02,3
818310007,Roda de Ter,2023,IpR,345,14.57,2
818310007,Roda de Ter,2023,CM,314,13.26,2
818310007,Roda de Ter,2023,CP,310,13.09,2
818310007,Roda de Ter,2023,RD,241,10.18,1
4313250006,Rodonyà,2023,AERA,227,85.33,7
4313250006,Rodonyà,2023,PSC-CP,26,9.77,0
4313310007,Roquetes,2023,ERC-AM,1409,46.88,7
4313310007,Roquetes,2023,PSC-CP,521,17.33,2
4313310007,Roquetes,2023,MR-MTE - C,452,15.04,2
4313310007,Roquetes,2023,CM,389,12.94,2
4313310007,Roquetes,2023,VOX,103,3.42,0
4313310007,Roquetes,2023,VALENTS,75,2.49,0
1715230008,Roses,2023,ERC-SR-AM,1437,23.74,4
1715230008,Roses,2023,PSC-CP,1316,21.74,4
1715230008,Roses,2023,CM,894,14.76,3
1715230008,Roses,2023,LLxROSES-ARA PL,623,10.29,2
1715230008,Roses,2023,GDPR-TE,584,9.64,2
1715230008,Roses,2023,VOX,516,8.52,1
1715230008,Roses,2023,PP,487,8.04,1
1715230008,Roses,2023,Cs,103,1.7,0
2518980001,Rosselló,2023,CM,574,44.53,6
2518980001,Rosselló,2023,VR - AM,326,25.29,3
2518980001,Rosselló,2023,AR - CP,210,16.29,2
2518980001,Rosselló,2023,REC-C,86,6.67,0
2518980001,Rosselló,2023,PP,38,2.94,0
2518980001,Rosselló,2023,VOX,35,2.71,0
4313460009,El Rourell,2023,CM,129,56.08,4
4313460009,El Rourell,2023,RpC-AM,98,42.6,3
4313460009,El Rourell,2023,PP,0,0,0
818460009,Rubí,2023,PSC-CP,8424,31.28,9
818460009,Rubí,2023,ERC-AM,4566,16.95,5
818460009,Rubí,2023,VOX,2964,11,3
818460009,Rubí,2023,PP,2339,8.68,2
818460009,Rubí,2023,VR,2146,7.96,2
818460009,Rubí,2023,AUP - AMUNT,1989,7.38,2
818460009,Rubí,2023,ECPR - C,1964,7.29,2
818460009,Rubí,2023,CM,1305,4.84,0
818460009,Rubí,2023,Cs,649,2.41,0
818460009,Rubí,2023,VALENTS,155,0.57,0
818460009,Rubí,2023,ARA PL,97,0.36,0
818590004,Rubió,2023,GdR-AM,52,0,3
818590004,Rubió,2023,CM,47,0,2
818590004,Rubió,2023,CP,17,0,0
1715390004,Rupià,2023,SR,91,86.66,7
890190004,Rupit i Pruit,2023,RUPIT PRUIT-AM,158,79.79,6
890190004,Rupit i Pruit,2023,CP,34,17.17,1
818780001,Sabadell,2023,PSC-CP,35799,46.07,14
818780001,Sabadell,2023,ERC-EUiA - AM,8592,11.05,3
818780001,Sabadell,2023,CpS - AMUNT,8018,10.31,3
818780001,Sabadell,2023,CM,6319,8.13,2
818780001,Sabadell,2023,SECP -C,5636,7.25,2
818780001,Sabadell,2023,VOX,5087,6.54,2
818780001,Sabadell,2023,PP,4557,5.86,1
818780001,Sabadell,2023,SSBD,939,1.2,0
818780001,Sabadell,2023,Cs,884,1.13,0
818780001,Sabadell,2023,PDeCAT-ARA PL,400,0.51,0
818780001,Sabadell,2023,VALENTS,289,0.37,0
818840003,Sagàs,2023,AS-AM,45,0,5
818840003,Sagàs,2023,CxS-CP,1,0,0
2519020002,Salàs de Pallars,2023,CXSP-CP,93,46.26,3
2519020002,Salàs de Pallars,2023,SA-AMUNT-AMC,53,26.36,2
2519020002,Salàs de Pallars,2023,ERC-AM,52,25.87,2
819010007,Saldes,2023,TsP-AM,106,68.38,5
819010007,Saldes,2023,pS,40,25.8,2
1715440003,Sales de Llierca,2023,tpS,79,0,4
1715440003,Sales de Llierca,2023,SAP-AMUNT,30,0,1
1715440003,Sales de Llierca,2023,PSC-CP,0,0,0
819180001,Sallent,2023,ERC - AM,2024,62.2,9
819180001,Sallent,2023,FMPS- AMUNT,535,16.44,2
819180001,Sallent,2023,CM,375,11.52,1
819180001,Sallent,2023,PSC-CP,268,8.23,1
4313590004,Salomó,2023,TxS-FIC,173,95.58,7
4390570005,Salou,2023,SumemxS-PSC-CP,2350,29.54,8
4390570005,Salou,2023,ERC-AM,1289,16.2,4
4390570005,Salou,2023,VOX,931,11.7,3
4390570005,Salou,2023,PP,787,9.89,3
4390570005,Salou,2023,ARA PL,726,9.12,2
4390570005,Salou,2023,USAP,416,5.23,1
4390570005,Salou,2023,Cs,363,4.56,0
4390570005,Salou,2023,CM,335,4.21,0
4390570005,Salou,2023,SECP-C,254,3.19,0
4390570005,Salou,2023,CNV,249,3.13,0
4390570005,Salou,2023,VALENTS,76,0.95,0
4390570005,Salou,2023,A per TGN,74,0.93,0
1715570005,Salt,2023,ERC-AM,1836,25.56,6
1715570005,Salt,2023,PSC-CP,1366,19.01,5
1715570005,Salt,2023,CM,1191,16.58,4
1715570005,Salt,2023,VOX,1183,16.47,4
1715570005,Salt,2023,IPS-CUP-AMUNT,600,8.35,2
1715570005,Salt,2023,PP,304,4.23,0
1715570005,Salt,2023,SECP-C,190,2.64,0
1715570005,Salt,2023,UEP,189,2.63,0
1715570005,Salt,2023,US-IDC,158,2.19,0
1715570005,Salt,2023,VALENTS,55,0.76,0
2519190004,Sanaüja,2023,CM,175,74.46,6
2519190004,Sanaüja,2023,IxS-ERC- AM,47,20,1
819440003,Sant Adrià de Besòs,2023,PSC-CP,4953,43.31,11
819440003,Sant Adrià de Besòs,2023,ERC-AM,1684,14.72,3
819440003,Sant Adrià de Besòs,2023,PP,1517,13.26,3
819440003,Sant Adrià de Besòs,2023,VOX,1164,10.17,2
819440003,Sant Adrià de Besòs,2023,SAEC-C,908,7.94,2
819440003,Sant Adrià de Besòs,2023,CM,360,3.14,0
819440003,Sant Adrià de Besòs,2023,PACMA,346,3.02,0
819440003,Sant Adrià de Besòs,2023,Cs,230,2.01,0
819440003,Sant Adrià de Besòs,2023,VALENTS,74,0.64,0
819440003,Sant Adrià de Besòs,2023,ARA PL,62,0.54,0
819570005,Sant Agustí de Lluçanès,2023,CM,30,0,3
819570005,Sant Agustí de Lluçanès,2023,PSC-CP,0,0,0
819600000,Sant Andreu de la Barca,2023,FEM S Andreu-AM,4405,40.22,10
819600000,Sant Andreu de la Barca,2023,PSC-CP,3044,27.79,6
819600000,Sant Andreu de la Barca,2023,VOX,1031,9.41,2
819600000,Sant Andreu de la Barca,2023,SSAB,710,6.48,1
819600000,Sant Andreu de la Barca,2023,PP,656,5.99,1
819600000,Sant Andreu de la Barca,2023,ECPSAB-C,560,5.11,1
819600000,Sant Andreu de la Barca,2023,Cs,221,2.01,0
819600000,Sant Andreu de la Barca,2023,CM,188,1.71,0
819760009,Sant Andreu de Llavaneres,2023,PSC - CP,1129,24.74,5
819760009,Sant Andreu de Llavaneres,2023,AM,901,19.74,4
819760009,Sant Andreu de Llavaneres,2023,PP,785,17.2,3
819760009,Sant Andreu de Llavaneres,2023,CM,702,15.38,3
819760009,Sant Andreu de Llavaneres,2023,APLL,427,9.35,1
819760009,Sant Andreu de Llavaneres,2023,MLL-C,409,8.96,1
819760009,Sant Andreu de Llavaneres,2023,VALENTS,127,2.78,0
1715760009,Sant Andreu Salou,2023,CM,47,0,2
1715760009,Sant Andreu Salou,2023,ERC-AM,35,0,2
1715760009,Sant Andreu Salou,2023,CP,32,0,1
1718330008,Sant Aniol de Finestres,2023,CM,122,57,4
1718330008,Sant Aniol de Finestres,2023,ISAF-AM,91,42.52,3
819820002,Sant Antoni de Vilamajor,2023,Canvi,725,27.51,4
819820002,Sant Antoni de Vilamajor,2023,CM,621,23.56,3
819820002,Sant Antoni de Vilamajor,2023,P.U.S.A.,559,21.21,3
819820002,Sant Antoni de Vilamajor,2023,ERC-AM,446,16.92,2
819820002,Sant Antoni de Vilamajor,2023,PSC-CP,221,8.38,1
819950006,Sant Bartomeu del Grau,2023,CM,230,80.7,7
820090004,Sant Boi de Llobregat,2023,PSC-CP,15019,48.43,16
820090004,Sant Boi de Llobregat,2023,ERC-AM,3653,11.78,3
820090004,Sant Boi de Llobregat,2023,PP,2485,8.01,2
820090004,Sant Boi de Llobregat,2023,VOX,2332,7.52,2
820090004,Sant Boi de Llobregat,2023,SBECP-C,1945,6.27,2
820090004,Sant Boi de Llobregat,2023,CM,1303,4.2,0
820090004,Sant Boi de Llobregat,2023,EU,1256,4.05,0
820090004,Sant Boi de Llobregat,2023,VALENTS,773,2.49,0
820090004,Sant Boi de Llobregat,2023,CUP-AMUNT,727,2.34,0
820090004,Sant Boi de Llobregat,2023,Cs,521,1.68,0
820090004,Sant Boi de Llobregat,2023,AVANCEMSB-ARAPL,480,1.54,0
820160009,Sant Boi de Lluçanès,2023,CM,217,91.56,7
4313620002,Sant Carles de la Ràpita,2023,PR-PSC-CP,2398,39.2,8
